Lipid,Sample,Value,DayNight,hours,SubjectID
TG(16:0/16:0/18:0),Subject_5_time_4,3.0404046047425055,day,10.5,Subject_5
PC(P-16:0/18:2),Subject_5_time_4,2.9888178087590678,day,10.5,Subject_5
PC(18:1/20:1),Subject_5_time_4,1.284679234162489,day,10.5,Subject_5
PC(0:0/20:4)_A,Subject_5_time_4,2.1575658297448195,day,10.5,Subject_5
SM(d18:2/16:0)_B,Subject_5_time_4,2.3287425697629187,day,10.5,Subject_5
SM(d18:1/16:0)_B,Subject_5_time_4,-11.665958927502613,day,10.5,Subject_5
TG(18:2/18:3/18:3),Subject_5_time_4,1.1241143817065227,day,10.5,Subject_5
TG(51:1),Subject_5_time_4,-12.293077711343724,day,10.5,Subject_5
TG(16:1/18:2/18:3),Subject_5_time_4,9.268241014191467,day,10.5,Subject_5
PC(0:0/14:0)_A,Subject_5_time_4,-0.6376101212476228,day,10.5,Subject_5
SM(d18:2/25:0),Subject_5_time_4,-2.3734899138746712,day,10.5,Subject_5
TG(16:0/18:2/22:6),Subject_5_time_4,10.343293822347498,day,10.5,Subject_5
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_5_time_4,0.19150842273536084,day,10.5,Subject_5
PC(18:3/0:0),Subject_5_time_4,0.8139693010462972,day,10.5,Subject_5
PC(18:1/20:4);PC(16:0/22:5),Subject_5_time_4,4.867274623434918,day,10.5,Subject_5
SM(d18:1/17:0),Subject_5_time_4,-10.317048522100885,day,10.5,Subject_5
SM(d16:1/16:0),Subject_5_time_4,-2.534090265246734,day,10.5,Subject_5
PC(22:6/0:0)_A,Subject_5_time_4,3.5199412061293858,day,10.5,Subject_5
TG(17:0/18:1/18:1),Subject_5_time_4,2.7987918111388796,day,10.5,Subject_5
PC(18:0/22:4),Subject_5_time_4,-4.834364049763812,day,10.5,Subject_5
PC(18:1/22:6)_B,Subject_5_time_4,-5.021061721036829,day,10.5,Subject_5
TG(44:1),Subject_5_time_4,8.943999399577399,day,10.5,Subject_5
PC(O-18:0/22:6),Subject_5_time_4,-2.7419598481937575,day,10.5,Subject_5
PC(17:0/20:4)_B,Subject_5_time_4,-10.735208754357753,day,10.5,Subject_5
TG(62:2),Subject_5_time_4,3.6006819093778475,day,10.5,Subject_5
TG(14:0/16:0/16:0),Subject_5_time_4,-3.2506756914749495,day,10.5,Subject_5
TG(52:5),Subject_5_time_4,-1.7503117642820039,day,10.5,Subject_5
TG(48:2),Subject_5_time_4,-0.4509854999566214,day,10.5,Subject_5
PC(15:0/20:5),Subject_5_time_4,0.030576816783732585,day,10.5,Subject_5
PC(20:3/20:4),Subject_5_time_4,1.2149211199903334,day,10.5,Subject_5
PC(18:1/20:3),Subject_5_time_4,-1.113028028911389,day,10.5,Subject_5
PC(22:6/0:0)_B,Subject_5_time_4,5.6545950669828144,day,10.5,Subject_5
Cer(d18:0/22:0),Subject_5_time_4,-9.466820483284392,day,10.5,Subject_5
TG(18:2/18:2/18:3),Subject_5_time_4,-9.694871372550557,day,10.5,Subject_5
SM(d18:2/14:0),Subject_5_time_4,-4.963292683130421,day,10.5,Subject_5
TG(16:0/18:1/20:4),Subject_5_time_4,-11.159251557067396,day,10.5,Subject_5
TG(18:1/18:2/23:0),Subject_5_time_4,5.91799221397001,day,10.5,Subject_5
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_5_time_4,-1.0747737116887777,day,10.5,Subject_5
PC(16:0/16:1);PC(14:0/18:1),Subject_5_time_4,1.8099623451169178,day,10.5,Subject_5
PC(16:1/0:0)_A,Subject_5_time_4,7.09545486183066,day,10.5,Subject_5
PC(16:0/O-16:0),Subject_5_time_4,-7.330148546483669,day,10.5,Subject_5
TG(16:0/18:1/22:0),Subject_5_time_4,-3.086794334846,day,10.5,Subject_5
CE(20:3),Subject_5_time_4,4.935098166405806,day,10.5,Subject_5
PC(16:0/9:0(CHO)),Subject_5_time_4,-3.064526953989802,day,10.5,Subject_5
PC(O-18:0/18:1),Subject_5_time_4,7.981121364884274,day,10.5,Subject_5
TG(14:0/16:0/22:6),Subject_5_time_4,5.531506398447197,day,10.5,Subject_5
PC(15:0/16:0),Subject_5_time_4,3.8286099673540814,day,10.5,Subject_5
PC(20:0/20:4),Subject_5_time_4,6.128765376795571,day,10.5,Subject_5
TG(58:1),Subject_5_time_4,2.462599645149321,day,10.5,Subject_5
TG(18:1/18:2/26:0),Subject_5_time_4,-4.9614923713381165,day,10.5,Subject_5
PC(20:3/0:0)_A,Subject_5_time_4,-1.905545118877132,day,10.5,Subject_5
TG(18:1/22:0/22:0),Subject_5_time_5,6.522124816498129,day,13.5,Subject_5
TG(54:0),Subject_5_time_5,-4.477149939142449,day,13.5,Subject_5
PC(O-18:0/20:3),Subject_5_time_5,-8.31522126687185,day,13.5,Subject_5
TG(16:0/18:1/18:1),Subject_5_time_5,-3.2923924958574977,day,13.5,Subject_5
Cer(d18:0/24:0),Subject_5_time_5,-1.8373811242508384,day,13.5,Subject_5
PC(18:2/0:0)_B,Subject_5_time_5,-9.974295594524168,day,13.5,Subject_5
TG(15:0/18:1/18:2),Subject_5_time_5,-1.9198703550158627,day,13.5,Subject_5
PC(16:0/18:1),Subject_5_time_5,8.350884060210557,day,13.5,Subject_5
PC(0:0/14:0)_B,Subject_5_time_5,-0.9975021567270914,day,13.5,Subject_5
GalCer(d18:1/24:0),Subject_5_time_5,1.8780193395683937,day,13.5,Subject_5
PC(16:0/20:4)_A,Subject_5_time_5,7.565536756967313,day,13.5,Subject_5
TG(16:1/16:1/22:6),Subject_5_time_5,-2.3308813235627164,day,13.5,Subject_5
PC(37:5),Subject_5_time_5,0.821075442361944,day,13.5,Subject_5
PC(O-18:1/18:2),Subject_5_time_5,-10.491280068996826,day,13.5,Subject_5
PC(17:0/18:2)_B,Subject_5_time_5,-9.917705976807357,day,13.5,Subject_5
TG(18:2/18:2/24:0),Subject_5_time_5,-2.281503060450673,day,13.5,Subject_5
PC(15:0/20:3),Subject_5_time_5,6.778194458332894,day,13.5,Subject_5
SM(d18:2/21:0),Subject_5_time_5,-9.688991767760928,day,13.5,Subject_5
TG(16:0/18:0/18:0),Subject_5_time_5,4.519705566653101,day,13.5,Subject_5
PC(18:0/18:0);PC(16:0/20:0),Subject_5_time_5,-3.055482220780416,day,13.5,Subject_5
TG(54:1),Subject_5_time_5,-10.061910328039623,day,13.5,Subject_5
PC(18:2/18:2),Subject_5_time_5,3.1742168808485527,day,13.5,Subject_5
TG(54:3),Subject_5_time_5,-7.448073027893916,day,13.5,Subject_5
TG(56:2),Subject_5_time_5,-1.5867504412991382,day,13.5,Subject_5
SM(d18:1/22:0),Subject_5_time_5,1.0940234208332824,day,13.5,Subject_5
PC(16:1/20:4),Subject_5_time_5,10.659784092158615,day,13.5,Subject_5
PC(22:0/0:0),Subject_5_time_5,1.325736381174303,day,13.5,Subject_5
DG(18:0/0:0/18:0),Subject_5_time_5,-3.606295043690467,day,13.5,Subject_5
TG(47:0),Subject_5_time_5,-10.668049569742946,day,13.5,Subject_5
TG(12:0/18:2/20:4),Subject_5_time_5,4.571258469103461,day,13.5,Subject_5
PC(15:0/18:2),Subject_5_time_5,1.130189619264368,day,13.5,Subject_5
TG(56:3),Subject_5_time_5,-3.878731145936626,day,13.5,Subject_5
TG(18:1/18:1/23:0),Subject_5_time_5,-7.470170147991447,day,13.5,Subject_5
SM(d16:1/14:0),Subject_5_time_5,0.22559518927480915,day,13.5,Subject_5
PC(P-18:0/22:6)_B,Subject_5_time_5,3.126724798421324,day,13.5,Subject_5
PC(18:0/18:1),Subject_5_time_5,-0.23941478914706626,day,13.5,Subject_5
PC(0:0/16:0)_A,Subject_5_time_5,-1.0383693046446663,day,13.5,Subject_5
TG(58:9),Subject_5_time_5,-0.04783743949426578,day,13.5,Subject_5
PC(14:0/16:0),Subject_5_time_5,8.707175615193552,day,13.5,Subject_5
CE(18:2),Subject_5_time_5,-6.405885957501273,day,13.5,Subject_5
PC(18:0/18:2),Subject_5_time_5,9.031805687114,day,13.5,Subject_5
PC(20:3/0:0)_B,Subject_5_time_5,3.696909307197164,day,13.5,Subject_5
PC(17:0/20:3)_B,Subject_5_time_5,-1.484656385784234,day,13.5,Subject_5
PC(14:0/18:2);PC(16:1/16:1),Subject_5_time_5,2.957938061308621,day,13.5,Subject_5
TG(56:7),Subject_5_time_5,3.403110372038224,day,13.5,Subject_5
PC(18:0/20:4);PC(16:0/22:4),Subject_5_time_5,0.8600287023375466,day,13.5,Subject_5
PC(16:0/20:5),Subject_5_time_5,8.830063288915568,day,13.5,Subject_5
TG(18:1/18:1/21:0),Subject_5_time_5,2.005469264166063,day,13.5,Subject_5
PC(18:0/22:5)_A,Subject_5_time_5,-8.410761652862648,day,13.5,Subject_5
TG(16:0/16:0/18:0),Subject_5_time_5,-1.9459562529341752,day,13.5,Subject_5
PC(P-16:0/18:2),Subject_5_time_5,2.8123922396164662,day,13.5,Subject_5
PC(18:1/20:1),Subject_5_time_5,9.190938348924389,day,13.5,Subject_5
PC(0:0/20:4)_A,Subject_5_time_5,8.56765820897601,day,13.5,Subject_5
SM(d18:2/16:0)_B,Subject_5_time_5,-1.6389041027055724,day,13.5,Subject_5
SM(d18:1/16:0)_B,Subject_5_time_5,-11.16289543136135,day,13.5,Subject_5
TG(18:2/18:3/18:3),Subject_5_time_5,0.5213527237867359,day,13.5,Subject_5
TG(51:1),Subject_5_time_5,-3.8511883857897287,day,13.5,Subject_5
TG(16:1/18:2/18:3),Subject_5_time_5,6.220930104912184,day,13.5,Subject_5
PC(0:0/14:0)_A,Subject_5_time_5,-6.173423670839706,day,13.5,Subject_5
SM(d18:2/25:0),Subject_5_time_5,-2.6673709280312994,day,13.5,Subject_5
TG(16:0/18:2/22:6),Subject_5_time_5,0.7438613712685919,day,13.5,Subject_5
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_5_time_5,-1.3659255647578274,day,13.5,Subject_5
PC(18:3/0:0),Subject_5_time_5,4.3210321262826525,day,13.5,Subject_5
PC(18:1/20:4);PC(16:0/22:5),Subject_5_time_5,10.871062858791573,day,13.5,Subject_5
SM(d18:1/17:0),Subject_5_time_5,-5.125571187614563,day,13.5,Subject_5
SM(d16:1/16:0),Subject_5_time_5,-4.4931118759757,day,13.5,Subject_5
PC(22:6/0:0)_A,Subject_5_time_5,-7.398769487317145,day,13.5,Subject_5
TG(17:0/18:1/18:1),Subject_5_time_5,-3.2515074851457912,day,13.5,Subject_5
PC(18:0/22:4),Subject_5_time_5,1.8809902523325297,day,13.5,Subject_5
PC(18:1/22:6)_B,Subject_5_time_5,-2.216083829490822,day,13.5,Subject_5
TG(44:1),Subject_5_time_5,2.6916952613952065,day,13.5,Subject_5
PC(O-18:0/22:6),Subject_5_time_5,-1.045933020784755,day,13.5,Subject_5
PC(17:0/20:4)_B,Subject_5_time_5,-13.203507583732941,day,13.5,Subject_5
TG(62:2),Subject_5_time_5,1.981590467542,day,13.5,Subject_5
TG(14:0/16:0/16:0),Subject_5_time_5,6.427331923751951,day,13.5,Subject_5
TG(52:5),Subject_5_time_5,-4.2365728956011814,day,13.5,Subject_5
TG(48:2),Subject_5_time_5,-8.019879718234654,day,13.5,Subject_5
PC(15:0/20:5),Subject_5_time_5,1.73796442543281,day,13.5,Subject_5
PC(20:3/20:4),Subject_5_time_5,-1.2376925775482597,day,13.5,Subject_5
PC(18:1/20:3),Subject_5_time_5,-5.5911420075083695,day,13.5,Subject_5
PC(22:6/0:0)_B,Subject_5_time_5,4.355276230768677,day,13.5,Subject_5
Cer(d18:0/22:0),Subject_5_time_5,-7.153749290975624,day,13.5,Subject_5
TG(18:2/18:2/18:3),Subject_5_time_5,-13.118122444953842,day,13.5,Subject_5
SM(d18:2/14:0),Subject_5_time_5,-6.7390007825756335,day,13.5,Subject_5
TG(16:0/18:1/20:4),Subject_5_time_5,-9.001478451420768,day,13.5,Subject_5
TG(18:1/18:2/23:0),Subject_5_time_5,1.1659915837327257,day,13.5,Subject_5
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_5_time_5,-2.8529786358602913,day,13.5,Subject_5
PC(16:0/16:1);PC(14:0/18:1),Subject_5_time_5,3.882754192437014,day,13.5,Subject_5
PC(16:1/0:0)_A,Subject_5_time_5,12.68091710261924,day,13.5,Subject_5
PC(16:0/O-16:0),Subject_5_time_5,-0.6077007330736756,day,13.5,Subject_5
TG(16:0/18:1/22:0),Subject_5_time_5,3.513939608961646,day,13.5,Subject_5
CE(20:3),Subject_5_time_5,-1.7449364793294462,day,13.5,Subject_5
PC(16:0/9:0(CHO)),Subject_5_time_5,-0.7225371640481291,day,13.5,Subject_5
PC(O-18:0/18:1),Subject_5_time_5,3.973099202762288,day,13.5,Subject_5
TG(14:0/16:0/22:6),Subject_5_time_5,8.49390484137704,day,13.5,Subject_5
PC(15:0/16:0),Subject_5_time_5,8.738473893275975,day,13.5,Subject_5
PC(20:0/20:4),Subject_5_time_5,3.1738267335389923,day,13.5,Subject_5
TG(58:1),Subject_5_time_5,1.1071750768774602,day,13.5,Subject_5
TG(18:1/18:2/26:0),Subject_5_time_5,-9.885463654388904,day,13.5,Subject_5
PC(20:3/0:0)_A,Subject_5_time_5,5.5144044488084925,day,13.5,Subject_5
TG(18:1/22:0/22:0),Subject_5_time_6,1.6768476563787669,day,16.5,Subject_5
TG(54:0),Subject_5_time_6,-4.884688848374156,day,16.5,Subject_5
PC(O-18:0/20:3),Subject_5_time_6,-2.4792202353097332,day,16.5,Subject_5
TG(16:0/18:1/18:1),Subject_5_time_6,-5.900476336541383,day,16.5,Subject_5
Cer(d18:0/24:0),Subject_5_time_6,-2.4910244925648386,day,16.5,Subject_5
PC(18:2/0:0)_B,Subject_5_time_6,-12.376023782941449,day,16.5,Subject_5
TG(15:0/18:1/18:2),Subject_5_time_6,-0.6573437974046197,day,16.5,Subject_5
PC(16:0/18:1),Subject_5_time_6,9.455663532924119,day,16.5,Subject_5
PC(0:0/14:0)_B,Subject_5_time_6,-2.630677215429793,day,16.5,Subject_5
GalCer(d18:1/24:0),Subject_5_time_6,4.908850076393815,day,16.5,Subject_5
PC(16:0/20:4)_A,Subject_5_time_6,1.520846215122266,day,16.5,Subject_5
TG(16:1/16:1/22:6),Subject_5_time_6,7.083660306662963,day,16.5,Subject_5
PC(37:5),Subject_5_time_6,10.150472872564945,day,16.5,Subject_5
PC(O-18:1/18:2),Subject_5_time_6,-9.06952230027701,day,16.5,Subject_5
PC(17:0/18:2)_B,Subject_5_time_6,-7.047845303710284,day,16.5,Subject_5
TG(18:2/18:2/24:0),Subject_5_time_6,3.4869410946869706,day,16.5,Subject_5
PC(15:0/20:3),Subject_5_time_6,3.2778789914150583,day,16.5,Subject_5
SM(d18:2/21:0),Subject_5_time_6,-7.187440391208211,day,16.5,Subject_5
TG(16:0/18:0/18:0),Subject_5_time_6,2.250072791731441,day,16.5,Subject_5
PC(18:0/18:0);PC(16:0/20:0),Subject_5_time_6,0.8935671035195885,day,16.5,Subject_5
TG(54:1),Subject_5_time_6,-5.705676952703614,day,16.5,Subject_5
PC(18:2/18:2),Subject_5_time_6,7.0939458519892025,day,16.5,Subject_5
TG(54:3),Subject_5_time_6,-6.474284327557889,day,16.5,Subject_5
TG(56:2),Subject_5_time_6,3.6825995682517876,day,16.5,Subject_5
SM(d18:1/22:0),Subject_5_time_6,10.991719236961734,day,16.5,Subject_5
PC(16:1/20:4),Subject_5_time_6,8.737726099209992,day,16.5,Subject_5
PC(22:0/0:0),Subject_5_time_6,-1.0894199590679472,day,16.5,Subject_5
DG(18:0/0:0/18:0),Subject_5_time_6,-12.302722693435015,day,16.5,Subject_5
TG(47:0),Subject_5_time_6,-2.378737716971289,day,16.5,Subject_5
TG(12:0/18:2/20:4),Subject_5_time_6,3.121172672914186,day,16.5,Subject_5
PC(15:0/18:2),Subject_5_time_6,-0.665915767033095,day,16.5,Subject_5
TG(56:3),Subject_5_time_6,2.2774883472908485,day,16.5,Subject_5
TG(18:1/18:1/23:0),Subject_5_time_6,-10.215545598019874,day,16.5,Subject_5
SM(d16:1/14:0),Subject_5_time_6,0.7223441184598106,day,16.5,Subject_5
PC(P-18:0/22:6)_B,Subject_5_time_6,-0.1474927706458693,day,16.5,Subject_5
PC(18:0/18:1),Subject_5_time_6,-5.427771252836617,day,16.5,Subject_5
PC(0:0/16:0)_A,Subject_5_time_6,-9.729470276013389,day,16.5,Subject_5
TG(58:9),Subject_5_time_6,2.3543614838039186,day,16.5,Subject_5
PC(14:0/16:0),Subject_5_time_6,-0.9401576907308764,day,16.5,Subject_5
CE(18:2),Subject_5_time_6,-0.45992210939909417,day,16.5,Subject_5
PC(18:0/18:2),Subject_5_time_6,10.2826586558023,day,16.5,Subject_5
PC(20:3/0:0)_B,Subject_5_time_6,-4.858679271096136,day,16.5,Subject_5
PC(17:0/20:3)_B,Subject_5_time_6,-4.745189579683438,day,16.5,Subject_5
PC(14:0/18:2);PC(16:1/16:1),Subject_5_time_6,1.8819383690360212,day,16.5,Subject_5
TG(56:7),Subject_5_time_6,11.196478112931096,day,16.5,Subject_5
PC(18:0/20:4);PC(16:0/22:4),Subject_5_time_6,4.343611885998826,day,16.5,Subject_5
PC(16:0/20:5),Subject_5_time_6,13.982159956244647,day,16.5,Subject_5
TG(18:1/18:1/21:0),Subject_5_time_6,0.5093621523319332,day,16.5,Subject_5
PC(18:0/22:5)_A,Subject_5_time_6,-9.378653490011457,day,16.5,Subject_5
TG(16:0/16:0/18:0),Subject_5_time_6,-1.898167766257839,day,16.5,Subject_5
PC(P-16:0/18:2),Subject_5_time_6,2.7141499868354897,day,16.5,Subject_5
PC(18:1/20:1),Subject_5_time_6,5.263153468505376,day,16.5,Subject_5
PC(0:0/20:4)_A,Subject_5_time_6,4.92153977625823,day,16.5,Subject_5
SM(d18:2/16:0)_B,Subject_5_time_6,-3.9605280569735255,day,16.5,Subject_5
SM(d18:1/16:0)_B,Subject_5_time_6,-4.763804939285616,day,16.5,Subject_5
TG(18:2/18:3/18:3),Subject_5_time_6,-6.644863516539305,day,16.5,Subject_5
TG(51:1),Subject_5_time_6,5.736717457186113,day,16.5,Subject_5
TG(16:1/18:2/18:3),Subject_5_time_6,-4.327787542111555,day,16.5,Subject_5
PC(0:0/14:0)_A,Subject_5_time_6,-2.9289448018442537,day,16.5,Subject_5
SM(d18:2/25:0),Subject_5_time_6,8.815861516857646,day,16.5,Subject_5
TG(16:0/18:2/22:6),Subject_5_time_6,-1.7069036145524863,day,16.5,Subject_5
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_5_time_6,4.316420859500213,day,16.5,Subject_5
PC(18:3/0:0),Subject_5_time_6,-1.5522732946309636,day,16.5,Subject_5
PC(18:1/20:4);PC(16:0/22:5),Subject_5_time_6,9.188032098480305,day,16.5,Subject_5
SM(d18:1/17:0),Subject_5_time_6,-1.7521202654031698,day,16.5,Subject_5
SM(d16:1/16:0),Subject_5_time_6,5.883162835046588,day,16.5,Subject_5
PC(22:6/0:0)_A,Subject_5_time_6,-7.370230119282359,day,16.5,Subject_5
TG(17:0/18:1/18:1),Subject_5_time_6,-5.162040814638047,day,16.5,Subject_5
PC(18:0/22:4),Subject_5_time_6,8.313504947515549,day,16.5,Subject_5
PC(18:1/22:6)_B,Subject_5_time_6,1.998292554717536,day,16.5,Subject_5
TG(44:1),Subject_5_time_6,2.099696860552473,day,16.5,Subject_5
PC(O-18:0/22:6),Subject_5_time_6,5.285887306662411,day,16.5,Subject_5
PC(17:0/20:4)_B,Subject_5_time_6,-5.287572746081823,day,16.5,Subject_5
TG(62:2),Subject_5_time_6,-5.740225936849363,day,16.5,Subject_5
TG(14:0/16:0/16:0),Subject_5_time_6,5.484655560725149,day,16.5,Subject_5
TG(52:5),Subject_5_time_6,-4.424750817118251,day,16.5,Subject_5
TG(48:2),Subject_5_time_6,-10.285733178538532,day,16.5,Subject_5
PC(15:0/20:5),Subject_5_time_6,4.3177096102802235,day,16.5,Subject_5
PC(20:3/20:4),Subject_5_time_6,3.8400449072427336,day,16.5,Subject_5
PC(18:1/20:3),Subject_5_time_6,-6.125448107544981,day,16.5,Subject_5
PC(22:6/0:0)_B,Subject_5_time_6,-0.20778998591036246,day,16.5,Subject_5
Cer(d18:0/22:0),Subject_5_time_6,0.1974853100693672,day,16.5,Subject_5
TG(18:2/18:2/18:3),Subject_5_time_6,-1.5022285356412288,day,16.5,Subject_5
SM(d18:2/14:0),Subject_5_time_6,-8.090061412051158,day,16.5,Subject_5
TG(16:0/18:1/20:4),Subject_5_time_6,-3.924155035342623,day,16.5,Subject_5
TG(18:1/18:2/23:0),Subject_5_time_6,-2.735294401997505,day,16.5,Subject_5
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_5_time_6,-0.3692315738297699,day,16.5,Subject_5
PC(16:0/16:1);PC(14:0/18:1),Subject_5_time_6,2.42350486003073,day,16.5,Subject_5
PC(16:1/0:0)_A,Subject_5_time_6,6.369999213734858,day,16.5,Subject_5
PC(16:0/O-16:0),Subject_5_time_6,7.4698404853164035,day,16.5,Subject_5
TG(16:0/18:1/22:0),Subject_5_time_6,2.327623428477315,day,16.5,Subject_5
CE(20:3),Subject_5_time_6,-6.4123242898187955,day,16.5,Subject_5
PC(16:0/9:0(CHO)),Subject_5_time_6,1.5685051823366423,day,16.5,Subject_5
PC(O-18:0/18:1),Subject_5_time_6,-2.1725264311546875,day,16.5,Subject_5
TG(14:0/16:0/22:6),Subject_5_time_6,4.237911745817659,day,16.5,Subject_5
PC(15:0/16:0),Subject_5_time_6,1.0162840925566925,day,16.5,Subject_5
PC(20:0/20:4),Subject_5_time_6,-3.2779335217428582,day,16.5,Subject_5
TG(58:1),Subject_5_time_6,3.545269960284146,day,16.5,Subject_5
TG(18:1/18:2/26:0),Subject_5_time_6,-7.269569293233908,day,16.5,Subject_5
PC(20:3/0:0)_A,Subject_5_time_6,13.986402071492726,day,16.5,Subject_5
TG(18:1/22:0/22:0),Subject_5_time_7,-8.647128954966266,day,19.5,Subject_5
TG(54:0),Subject_5_time_7,-4.668287476336811,day,19.5,Subject_5
PC(O-18:0/20:3),Subject_5_time_7,-0.9448437287698237,day,19.5,Subject_5
TG(16:0/18:1/18:1),Subject_5_time_7,-8.400504163186069,day,19.5,Subject_5
Cer(d18:0/24:0),Subject_5_time_7,-2.6447716545593845,day,19.5,Subject_5
PC(18:2/0:0)_B,Subject_5_time_7,-0.6504389055981405,day,19.5,Subject_5
TG(15:0/18:1/18:2),Subject_5_time_7,-2.7189375173862596,day,19.5,Subject_5
PC(16:0/18:1),Subject_5_time_7,-0.3554549483506999,day,19.5,Subject_5
PC(0:0/14:0)_B,Subject_5_time_7,-4.145530079048216,day,19.5,Subject_5
GalCer(d18:1/24:0),Subject_5_time_7,8.455317592238075,day,19.5,Subject_5
PC(16:0/20:4)_A,Subject_5_time_7,-3.9180587567302716,day,19.5,Subject_5
TG(16:1/16:1/22:6),Subject_5_time_7,10.176997875417928,day,19.5,Subject_5
PC(37:5),Subject_5_time_7,11.24511201853042,day,19.5,Subject_5
PC(O-18:1/18:2),Subject_5_time_7,-2.11598811134753,day,19.5,Subject_5
PC(17:0/18:2)_B,Subject_5_time_7,-3.000896789509375,day,19.5,Subject_5
TG(18:2/18:2/24:0),Subject_5_time_7,0.5442403988661546,day,19.5,Subject_5
PC(15:0/20:3),Subject_5_time_7,-1.2082245248686483,day,19.5,Subject_5
SM(d18:2/21:0),Subject_5_time_7,-3.3571874830766766,day,19.5,Subject_5
TG(16:0/18:0/18:0),Subject_5_time_7,1.025244743663635,day,19.5,Subject_5
PC(18:0/18:0);PC(16:0/20:0),Subject_5_time_7,2.533264667309212,day,19.5,Subject_5
TG(54:1),Subject_5_time_7,-1.6372022308719107,day,19.5,Subject_5
PC(18:2/18:2),Subject_5_time_7,-2.6235715010935143,day,19.5,Subject_5
TG(54:3),Subject_5_time_7,-0.11527652527682497,day,19.5,Subject_5
TG(56:2),Subject_5_time_7,9.887475135613222,day,19.5,Subject_5
SM(d18:1/22:0),Subject_5_time_7,4.524434411991301,day,19.5,Subject_5
PC(16:1/20:4),Subject_5_time_7,2.454631512388485,day,19.5,Subject_5
PC(22:0/0:0),Subject_5_time_7,-4.61491330987111,day,19.5,Subject_5
DG(18:0/0:0/18:0),Subject_5_time_7,-5.888459506460375,day,19.5,Subject_5
TG(47:0),Subject_5_time_7,2.0449453812791942,day,19.5,Subject_5
TG(12:0/18:2/20:4),Subject_5_time_7,-2.8670723038601786,day,19.5,Subject_5
PC(15:0/18:2),Subject_5_time_7,-4.243304079269444,day,19.5,Subject_5
TG(56:3),Subject_5_time_7,3.4955390434312155,day,19.5,Subject_5
TG(18:1/18:1/23:0),Subject_5_time_7,-3.02284976710405,day,19.5,Subject_5
SM(d16:1/14:0),Subject_5_time_7,-4.617411656190396,day,19.5,Subject_5
PC(P-18:0/22:6)_B,Subject_5_time_7,3.8349179991115867,day,19.5,Subject_5
PC(18:0/18:1),Subject_5_time_7,-3.9838941899740785,day,19.5,Subject_5
PC(0:0/16:0)_A,Subject_5_time_7,-4.424244935504575,day,19.5,Subject_5
TG(58:9),Subject_5_time_7,-4.10482926334399,day,19.5,Subject_5
PC(14:0/16:0),Subject_5_time_7,-9.332292852410347,day,19.5,Subject_5
CE(18:2),Subject_5_time_7,4.595120274838159,day,19.5,Subject_5
PC(18:0/18:2),Subject_5_time_7,5.88395383580308,day,19.5,Subject_5
PC(20:3/0:0)_B,Subject_5_time_7,-3.397872601237416,day,19.5,Subject_5
PC(17:0/20:3)_B,Subject_5_time_7,4.087108735515772,day,19.5,Subject_5
PC(14:0/18:2);PC(16:1/16:1),Subject_5_time_7,-5.453314316204433,day,19.5,Subject_5
TG(56:7),Subject_5_time_7,9.449523630264496,day,19.5,Subject_5
PC(18:0/20:4);PC(16:0/22:4),Subject_5_time_7,5.17680635767959,day,19.5,Subject_5
PC(16:0/20:5),Subject_5_time_7,4.048012680173922,day,19.5,Subject_5
TG(18:1/18:1/21:0),Subject_5_time_7,0.5847904169328464,day,19.5,Subject_5
PC(18:0/22:5)_A,Subject_5_time_7,-0.123342324259201,day,19.5,Subject_5
TG(16:0/16:0/18:0),Subject_5_time_7,-0.8814742190925186,day,19.5,Subject_5
PC(P-16:0/18:2),Subject_5_time_7,2.5896974808476534,day,19.5,Subject_5
PC(18:1/20:1),Subject_5_time_7,-3.5231106187351555,day,19.5,Subject_5
PC(0:0/20:4)_A,Subject_5_time_7,0.12130864552865117,day,19.5,Subject_5
SM(d18:2/16:0)_B,Subject_5_time_7,-0.779201004578899,day,19.5,Subject_5
SM(d18:1/16:0)_B,Subject_5_time_7,-1.6488617190669497,day,19.5,Subject_5
TG(18:2/18:3/18:3),Subject_5_time_7,-4.233718282077168,day,19.5,Subject_5
TG(51:1),Subject_5_time_7,3.7696896695233977,day,19.5,Subject_5
TG(16:1/18:2/18:3),Subject_5_time_7,-8.05404746636772,day,19.5,Subject_5
PC(0:0/14:0)_A,Subject_5_time_7,-5.096146757791946,day,19.5,Subject_5
SM(d18:2/25:0),Subject_5_time_7,8.986195165496943,day,19.5,Subject_5
TG(16:0/18:2/22:6),Subject_5_time_7,1.9283598292695814,day,19.5,Subject_5
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_5_time_7,5.0141745861975675,day,19.5,Subject_5
PC(18:3/0:0),Subject_5_time_7,0.4621340672101608,day,19.5,Subject_5
PC(18:1/20:4);PC(16:0/22:5),Subject_5_time_7,-0.578265747274609,day,19.5,Subject_5
SM(d18:1/17:0),Subject_5_time_7,5.073246068193643,day,19.5,Subject_5
SM(d16:1/16:0),Subject_5_time_7,9.10581805149496,day,19.5,Subject_5
